level_0,index,reviewer,date,body,location,state,year,month,fast food outlet,neg,neu,pos,compound,sentiment,terms
170,170,Ariel,July 25,early morning july 25 2021 500 came store 18735 located 14401 dixie hwy miami fl 33176 witnessed big change customer service come almost every day early morning bitter experience almost daily store personnel treated like intruder like wifi store past even sealed literally electric outlets prevent people like keep laptop recharged today opened store time positive attitude, Miami,FL,2021,July,McDonalds,0.042,0.773,0.185,0.8126,positive,"['early', 'morning', 'july', '25', '2021', '500', 'came', 'store', '18735', 'located', '14401', 'dixie', 'hwy', 'miami', 'fl', '33176', 'witnessed', 'big', 'change', 'customer', 'service', 'come', 'almost', 'every', 'day', 'early', 'morning', 'bitter', 'experience', 'almost', 'daily', 'store', 'personnel', 'treated', 'like', 'intruder', 'like', 'wifi', 'store', 'past', 'even', 'sealed', 'literally', 'electric', 'outlets', 'prevent', 'people', 'like', 'keep', 'laptop', 'recharged', 'today', 'opened', 'store', 'time', 'positive', 'attitude']"
171,171,Andrew,July 22,really think buy breakfast anytime able get cheeseburger anytime especially since really dont care breakfast food really like mcdonalds food preferred tree lunch rather breakfast thank thank thank, Sandston,VA,2021,July,McDonalds,0.08,0.635,0.284,0.7496,positive,"['really', 'think', 'buy', 'breakfast', 'anytime', 'able', 'get', 'cheeseburger', 'anytime', 'especially', 'since', 'really', 'dont', 'care', 'breakfast', 'food', 'really', 'like', 'mcdonalds', 'food', 'preferred', 'tree', 'lunch', 'rather', 'breakfast', 'thank', 'thank', 'thank']"
172,172,Jonnie,July 4,stopped mcdonalds restaurant recently got sprite drink meal took 1 drink getting back interstate noticed tasted badreal bad thought maybe hadnt got drink like long time taste fine would better drinks even 10 min taste left mouth worsened got really sick dizzy throat burning, Saltville,VA,2021,July,McDonalds,0.284,0.633,0.083,-0.8881,negative,"['stopped', 'mcdonalds', 'restaurant', 'recently', 'got', 'sprite', 'drink', 'meal', 'took', '1', 'drink', 'getting', 'back', 'interstate', 'noticed', 'tasted', 'badreal', 'bad', 'thought', 'maybe', 'hadnt', 'got', 'drink', 'like', 'long', 'time', 'taste', 'fine', 'would', 'better', 'drinks', 'even', '10', 'min', 'taste', 'left', 'mouth', 'worsened', 'got', 'really', 'sick', 'dizzy', 'throat', 'burning']"
173,173,Rick,Dec. 12,seem experience egg shells breakfast sandwiches far often seems locations others think may aspiring chef cooks trying one handed egg breaks matter reason egg shells totally ruin good egg sandwich wish mcdonalds would address issue, Beaverlodge,AB,2020,Dec.,McDonalds,0.097,0.737,0.166,0.2228,positive,"['seem', 'experience', 'egg', 'shells', 'breakfast', 'sandwiches', 'far', 'often', 'seems', 'locations', 'others', 'think', 'may', 'aspiring', 'chef', 'cooks', 'trying', 'one', 'handed', 'egg', 'breaks', 'matter', 'reason', 'egg', 'shells', 'totally', 'ruin', 'good', 'egg', 'sandwich', 'wish', 'mcdonalds', 'would', 'address', 'issue']"
174,174,Donnie,Oct. 31,ive never gotten one orders right wasnt missing hamburgers fries raw meat go act like fault lol employees good top pay thats nothing run around 6 8 hrs like chicken head cut never eat mcdonalds thanks clogging organs arteries making blood thick throughout years pass like ketchup packs twos, Cincinnati,OH,2021,Oct.,McDonalds,0.136,0.598,0.266,0.8064,positive,"['ive', 'never', 'gotten', 'one', 'orders', 'right', 'wasnt', 'missing', 'hamburgers', 'fries', 'raw', 'meat', 'go', 'act', 'like', 'fault', 'lol', 'employees', 'good', 'top', 'pay', 'thats', 'nothing', 'run', 'around', '6', '8', 'hrs', 'like', 'chicken', 'head', 'cut', 'never', 'eat', 'mcdonalds', 'thanks', 'clogging', 'organs', 'arteries', 'making', 'blood', 'thick', 'throughout', 'years', 'pass', 'like', 'ketchup', 'packs', 'twos']"
175,175,Natalie,Oct. 26,used want go restaurants eat general ive seen ones good choice ones bad review mcdonalds mcdonalds play lot people eat one almost everywhere go realize bad beef patties formed ground beef factory flash frozen sent mcdonalds restaurants served patties seasoned salt pepper grilled 40 seconds according video mcdonalds australia fries overly packed things dont even need french fry, Grand Rapids,MI,2021,Oct.,McDonalds,0.105,0.796,0.099,-0.34,negative,"['used', 'want', 'go', 'restaurants', 'eat', 'general', 'ive', 'seen', 'ones', 'good', 'choice', 'ones', 'bad', 'review', 'mcdonalds', 'mcdonalds', 'play', 'lot', 'people', 'eat', 'one', 'almost', 'everywhere', 'go', 'realize', 'bad', 'beef', 'patties', 'formed', 'ground', 'beef', 'factory', 'flash', 'frozen', 'sent', 'mcdonalds', 'restaurants', 'served', 'patties', 'seasoned', 'salt', 'pepper', 'grilled', '40', 'seconds', 'according', 'video', 'mcdonalds', 'australia', 'fries', 'overly', 'packed', 'things', 'dont', 'even', 'need', 'french', 'fry']"
176,176,Jack,Sept. 29,prices menu drive lady takes order cannot speak english well cannot get order right understand say charges large order medium cannot understand mcdonalds would let happen issue rectified never eat mcdonalds, Sherman,TX,2021,Sept.,McDonalds,0.119,0.881,0.0,-0.443,negative,"['prices', 'menu', 'drive', 'lady', 'takes', 'order', 'cannot', 'speak', 'english', 'well', 'cannot', 'get', 'order', 'right', 'understand', 'say', 'charges', 'large', 'order', 'medium', 'cannot', 'understand', 'mcdonalds', 'would', 'let', 'happen', 'issue', 'rectified', 'never', 'eat', 'mcdonalds']"
177,177,Shreeram,Sept. 24,ordered oreo mocha paid wait 30 40 mins told oreo mocha finished gave refund ordered hot fudge sundae satisfied service wait long time get paid would recommend anybody go, Singapore,Other,2021,Sept.,McDonalds,0.0,0.836,0.164,0.6486,positive,"['ordered', 'oreo', 'mocha', 'paid', 'wait', '30', '40', 'mins', 'told', 'oreo', 'mocha', 'finished', 'gave', 'refund', 'ordered', 'hot', 'fudge', 'sundae', 'satisfied', 'service', 'wait', 'long', 'time', 'get', 'paid', 'would', 'recommend', 'anybody', 'go']"
178,178,Gy,Sept. 22,bad decision experience order store manager day blocked whatsapp instead handling issue least putting contact someone shift delivered order missing item paid told deliver back around 9 pm 22 hours half contacted manager texting whatsapp unprofessional duty asked bill couldnt find system also unprofessional put reason 3 hours dont gas 2 drivers time order nearby deliver also ignorant disrespectful unprofessional maximum, Adma,Other,2021,Sept.,McDonalds,0.268,0.732,0.0,-0.9571,negative,"['bad', 'decision', 'experience', 'order', 'store', 'manager', 'day', 'blocked', 'whatsapp', 'instead', 'handling', 'issue', 'least', 'putting', 'contact', 'someone', 'shift', 'delivered', 'order', 'missing', 'item', 'paid', 'told', 'deliver', 'back', 'around', '9', 'pm', '22', 'hours', 'half', 'contacted', 'manager', 'texting', 'whatsapp', 'unprofessional', 'duty', 'asked', 'bill', 'couldnt', 'find', 'system', 'also', 'unprofessional', 'put', 'reason', '3', 'hours', 'dont', 'gas', '2', 'drivers', 'time', 'order', 'nearby', 'deliver', 'also', 'ignorant', 'disrespectful', 'unprofessional', 'maximum']"
179,179,Tiffany,Sept. 4,went mcdonalds drive thru ordered 1500 worth breakfast food included pancakes receive syrup checked pulled away since already checked saw food correct like mindful time window come back around thru drive thru spend unnecessary time get syrup already bag ask syrup hands one problem arise number one always get two im assuming yall hand two three pancakes one syrup mam im south need syrup ok let get back track says oh well 33 cents insert air quotes hand dollar say sure give two like ok wait 5 mins syrup im like im running yall time, Baker,LA,2021,Sept.,McDonalds,0.024,0.744,0.232,0.9595,positive,"['went', 'mcdonalds', 'drive', 'thru', 'ordered', '1500', 'worth', 'breakfast', 'food', 'included', 'pancakes', 'receive', 'syrup', 'checked', 'pulled', 'away', 'since', 'already', 'checked', 'saw', 'food', 'correct', 'like', 'mindful', 'time', 'window', 'come', 'back', 'around', 'thru', 'drive', 'thru', 'spend', 'unnecessary', 'time', 'get', 'syrup', 'already', 'bag', 'ask', 'syrup', 'hands', 'one', 'problem', 'arise', 'number', 'one', 'always', 'get', 'two', 'im', 'assuming', 'yall', 'hand', 'two', 'three', 'pancakes', 'one', 'syrup', 'mam', 'im', 'south', 'need', 'syrup', 'ok', 'let', 'get', 'back', 'track', 'says', 'oh', 'well', '33', 'cents', 'insert', 'air', 'quotes', 'hand', 'dollar', 'say', 'sure', 'give', 'two', 'like', 'ok', 'wait', '5', 'mins', 'syrup', 'im', 'like', 'im', 'running', 'yall', 'time']"
180,180,Ariel,July 25,early morning july 25 2021 500 came store 18735 located 14401 dixie hwy miami fl 33176 witnessed big change customer service come almost every day early morning bitter experience almost daily store personnel treated like intruder like wifi store past even sealed literally electric outlets prevent people like keep laptop recharged today opened store time positive attitude, Miami,FL,2021,July,McDonalds,0.042,0.773,0.185,0.8126,positive,"['early', 'morning', 'july', '25', '2021', '500', 'came', 'store', '18735', 'located', '14401', 'dixie', 'hwy', 'miami', 'fl', '33176', 'witnessed', 'big', 'change', 'customer', 'service', 'come', 'almost', 'every', 'day', 'early', 'morning', 'bitter', 'experience', 'almost', 'daily', 'store', 'personnel', 'treated', 'like', 'intruder', 'like', 'wifi', 'store', 'past', 'even', 'sealed', 'literally', 'electric', 'outlets', 'prevent', 'people', 'like', 'keep', 'laptop', 'recharged', 'today', 'opened', 'store', 'time', 'positive', 'attitude']"
181,181,Andrew,July 22,really think buy breakfast anytime able get cheeseburger anytime especially since really dont care breakfast food really like mcdonalds food preferred tree lunch rather breakfast thank thank thank, Sandston,VA,2021,July,McDonalds,0.08,0.635,0.284,0.7496,positive,"['really', 'think', 'buy', 'breakfast', 'anytime', 'able', 'get', 'cheeseburger', 'anytime', 'especially', 'since', 'really', 'dont', 'care', 'breakfast', 'food', 'really', 'like', 'mcdonalds', 'food', 'preferred', 'tree', 'lunch', 'rather', 'breakfast', 'thank', 'thank', 'thank']"
182,182,Jonnie,July 4,stopped mcdonalds restaurant recently got sprite drink meal took 1 drink getting back interstate noticed tasted badreal bad thought maybe hadnt got drink like long time taste fine would better drinks even 10 min taste left mouth worsened got really sick dizzy throat burning, Saltville,VA,2021,July,McDonalds,0.284,0.633,0.083,-0.8881,negative,"['stopped', 'mcdonalds', 'restaurant', 'recently', 'got', 'sprite', 'drink', 'meal', 'took', '1', 'drink', 'getting', 'back', 'interstate', 'noticed', 'tasted', 'badreal', 'bad', 'thought', 'maybe', 'hadnt', 'got', 'drink', 'like', 'long', 'time', 'taste', 'fine', 'would', 'better', 'drinks', 'even', '10', 'min', 'taste', 'left', 'mouth', 'worsened', 'got', 'really', 'sick', 'dizzy', 'throat', 'burning']"
183,183,Rick,Dec. 12,seem experience egg shells breakfast sandwiches far often seems locations others think may aspiring chef cooks trying one handed egg breaks matter reason egg shells totally ruin good egg sandwich wish mcdonalds would address issue, Beaverlodge,AB,2020,Dec.,McDonalds,0.097,0.737,0.166,0.2228,positive,"['seem', 'experience', 'egg', 'shells', 'breakfast', 'sandwiches', 'far', 'often', 'seems', 'locations', 'others', 'think', 'may', 'aspiring', 'chef', 'cooks', 'trying', 'one', 'handed', 'egg', 'breaks', 'matter', 'reason', 'egg', 'shells', 'totally', 'ruin', 'good', 'egg', 'sandwich', 'wish', 'mcdonalds', 'would', 'address', 'issue']"
184,184,Donnie,Oct. 31,ive never gotten one orders right wasnt missing hamburgers fries raw meat go act like fault lol employees good top pay thats nothing run around 6 8 hrs like chicken head cut never eat mcdonalds thanks clogging organs arteries making blood thick throughout years pass like ketchup packs twos, Cincinnati,OH,2021,Oct.,McDonalds,0.136,0.598,0.266,0.8064,positive,"['ive', 'never', 'gotten', 'one', 'orders', 'right', 'wasnt', 'missing', 'hamburgers', 'fries', 'raw', 'meat', 'go', 'act', 'like', 'fault', 'lol', 'employees', 'good', 'top', 'pay', 'thats', 'nothing', 'run', 'around', '6', '8', 'hrs', 'like', 'chicken', 'head', 'cut', 'never', 'eat', 'mcdonalds', 'thanks', 'clogging', 'organs', 'arteries', 'making', 'blood', 'thick', 'throughout', 'years', 'pass', 'like', 'ketchup', 'packs', 'twos']"
185,185,Natalie,Oct. 26,used want go restaurants eat general ive seen ones good choice ones bad review mcdonalds mcdonalds play lot people eat one almost everywhere go realize bad beef patties formed ground beef factory flash frozen sent mcdonalds restaurants served patties seasoned salt pepper grilled 40 seconds according video mcdonalds australia fries overly packed things dont even need french fry, Grand Rapids,MI,2021,Oct.,McDonalds,0.105,0.796,0.099,-0.34,negative,"['used', 'want', 'go', 'restaurants', 'eat', 'general', 'ive', 'seen', 'ones', 'good', 'choice', 'ones', 'bad', 'review', 'mcdonalds', 'mcdonalds', 'play', 'lot', 'people', 'eat', 'one', 'almost', 'everywhere', 'go', 'realize', 'bad', 'beef', 'patties', 'formed', 'ground', 'beef', 'factory', 'flash', 'frozen', 'sent', 'mcdonalds', 'restaurants', 'served', 'patties', 'seasoned', 'salt', 'pepper', 'grilled', '40', 'seconds', 'according', 'video', 'mcdonalds', 'australia', 'fries', 'overly', 'packed', 'things', 'dont', 'even', 'need', 'french', 'fry']"
186,186,Jack,Sept. 29,prices menu drive lady takes order cannot speak english well cannot get order right understand say charges large order medium cannot understand mcdonalds would let happen issue rectified never eat mcdonalds, Sherman,TX,2021,Sept.,McDonalds,0.119,0.881,0.0,-0.443,negative,"['prices', 'menu', 'drive', 'lady', 'takes', 'order', 'cannot', 'speak', 'english', 'well', 'cannot', 'get', 'order', 'right', 'understand', 'say', 'charges', 'large', 'order', 'medium', 'cannot', 'understand', 'mcdonalds', 'would', 'let', 'happen', 'issue', 'rectified', 'never', 'eat', 'mcdonalds']"
187,187,Shreeram,Sept. 24,ordered oreo mocha paid wait 30 40 mins told oreo mocha finished gave refund ordered hot fudge sundae satisfied service wait long time get paid would recommend anybody go, Singapore,Other,2021,Sept.,McDonalds,0.0,0.836,0.164,0.6486,positive,"['ordered', 'oreo', 'mocha', 'paid', 'wait', '30', '40', 'mins', 'told', 'oreo', 'mocha', 'finished', 'gave', 'refund', 'ordered', 'hot', 'fudge', 'sundae', 'satisfied', 'service', 'wait', 'long', 'time', 'get', 'paid', 'would', 'recommend', 'anybody', 'go']"
188,188,Gy,Sept. 22,bad decision experience order store manager day blocked whatsapp instead handling issue least putting contact someone shift delivered order missing item paid told deliver back around 9 pm 22 hours half contacted manager texting whatsapp unprofessional duty asked bill couldnt find system also unprofessional put reason 3 hours dont gas 2 drivers time order nearby deliver also ignorant disrespectful unprofessional maximum, Adma,Other,2021,Sept.,McDonalds,0.268,0.732,0.0,-0.9571,negative,"['bad', 'decision', 'experience', 'order', 'store', 'manager', 'day', 'blocked', 'whatsapp', 'instead', 'handling', 'issue', 'least', 'putting', 'contact', 'someone', 'shift', 'delivered', 'order', 'missing', 'item', 'paid', 'told', 'deliver', 'back', 'around', '9', 'pm', '22', 'hours', 'half', 'contacted', 'manager', 'texting', 'whatsapp', 'unprofessional', 'duty', 'asked', 'bill', 'couldnt', 'find', 'system', 'also', 'unprofessional', 'put', 'reason', '3', 'hours', 'dont', 'gas', '2', 'drivers', 'time', 'order', 'nearby', 'deliver', 'also', 'ignorant', 'disrespectful', 'unprofessional', 'maximum']"
189,189,Tiffany,Sept. 4,went mcdonalds drive thru ordered 1500 worth breakfast food included pancakes receive syrup checked pulled away since already checked saw food correct like mindful time window come back around thru drive thru spend unnecessary time get syrup already bag ask syrup hands one problem arise number one always get two im assuming yall hand two three pancakes one syrup mam im south need syrup ok let get back track says oh well 33 cents insert air quotes hand dollar say sure give two like ok wait 5 mins syrup im like im running yall time, Baker,LA,2021,Sept.,McDonalds,0.024,0.744,0.232,0.9595,positive,"['went', 'mcdonalds', 'drive', 'thru', 'ordered', '1500', 'worth', 'breakfast', 'food', 'included', 'pancakes', 'receive', 'syrup', 'checked', 'pulled', 'away', 'since', 'already', 'checked', 'saw', 'food', 'correct', 'like', 'mindful', 'time', 'window', 'come', 'back', 'around', 'thru', 'drive', 'thru', 'spend', 'unnecessary', 'time', 'get', 'syrup', 'already', 'bag', 'ask', 'syrup', 'hands', 'one', 'problem', 'arise', 'number', 'one', 'always', 'get', 'two', 'im', 'assuming', 'yall', 'hand', 'two', 'three', 'pancakes', 'one', 'syrup', 'mam', 'im', 'south', 'need', 'syrup', 'ok', 'let', 'get', 'back', 'track', 'says', 'oh', 'well', '33', 'cents', 'insert', 'air', 'quotes', 'hand', 'dollar', 'say', 'sure', 'give', 'two', 'like', 'ok', 'wait', '5', 'mins', 'syrup', 'im', 'like', 'im', 'running', 'yall', 'time']"
190,190,Ariel,July 25,early morning july 25 2021 500 came store 18735 located 14401 dixie hwy miami fl 33176 witnessed big change customer service come almost every day early morning bitter experience almost daily store personnel treated like intruder like wifi store past even sealed literally electric outlets prevent people like keep laptop recharged today opened store time positive attitude, Miami,FL,2021,July,McDonalds,0.042,0.773,0.185,0.8126,positive,"['early', 'morning', 'july', '25', '2021', '500', 'came', 'store', '18735', 'located', '14401', 'dixie', 'hwy', 'miami', 'fl', '33176', 'witnessed', 'big', 'change', 'customer', 'service', 'come', 'almost', 'every', 'day', 'early', 'morning', 'bitter', 'experience', 'almost', 'daily', 'store', 'personnel', 'treated', 'like', 'intruder', 'like', 'wifi', 'store', 'past', 'even', 'sealed', 'literally', 'electric', 'outlets', 'prevent', 'people', 'like', 'keep', 'laptop', 'recharged', 'today', 'opened', 'store', 'time', 'positive', 'attitude']"
191,191,Andrew,July 22,really think buy breakfast anytime able get cheeseburger anytime especially since really dont care breakfast food really like mcdonalds food preferred tree lunch rather breakfast thank thank thank, Sandston,VA,2021,July,McDonalds,0.08,0.635,0.284,0.7496,positive,"['really', 'think', 'buy', 'breakfast', 'anytime', 'able', 'get', 'cheeseburger', 'anytime', 'especially', 'since', 'really', 'dont', 'care', 'breakfast', 'food', 'really', 'like', 'mcdonalds', 'food', 'preferred', 'tree', 'lunch', 'rather', 'breakfast', 'thank', 'thank', 'thank']"
192,192,Jonnie,July 4,stopped mcdonalds restaurant recently got sprite drink meal took 1 drink getting back interstate noticed tasted badreal bad thought maybe hadnt got drink like long time taste fine would better drinks even 10 min taste left mouth worsened got really sick dizzy throat burning, Saltville,VA,2021,July,McDonalds,0.284,0.633,0.083,-0.8881,negative,"['stopped', 'mcdonalds', 'restaurant', 'recently', 'got', 'sprite', 'drink', 'meal', 'took', '1', 'drink', 'getting', 'back', 'interstate', 'noticed', 'tasted', 'badreal', 'bad', 'thought', 'maybe', 'hadnt', 'got', 'drink', 'like', 'long', 'time', 'taste', 'fine', 'would', 'better', 'drinks', 'even', '10', 'min', 'taste', 'left', 'mouth', 'worsened', 'got', 'really', 'sick', 'dizzy', 'throat', 'burning']"
193,193,Rick,Dec. 12,seem experience egg shells breakfast sandwiches far often seems locations others think may aspiring chef cooks trying one handed egg breaks matter reason egg shells totally ruin good egg sandwich wish mcdonalds would address issue, Beaverlodge,AB,2020,Dec.,McDonalds,0.097,0.737,0.166,0.2228,positive,"['seem', 'experience', 'egg', 'shells', 'breakfast', 'sandwiches', 'far', 'often', 'seems', 'locations', 'others', 'think', 'may', 'aspiring', 'chef', 'cooks', 'trying', 'one', 'handed', 'egg', 'breaks', 'matter', 'reason', 'egg', 'shells', 'totally', 'ruin', 'good', 'egg', 'sandwich', 'wish', 'mcdonalds', 'would', 'address', 'issue']"
194,194,Donnie,Oct. 31,ive never gotten one orders right wasnt missing hamburgers fries raw meat go act like fault lol employees good top pay thats nothing run around 6 8 hrs like chicken head cut never eat mcdonalds thanks clogging organs arteries making blood thick throughout years pass like ketchup packs twos, Cincinnati,OH,2021,Oct.,McDonalds,0.136,0.598,0.266,0.8064,positive,"['ive', 'never', 'gotten', 'one', 'orders', 'right', 'wasnt', 'missing', 'hamburgers', 'fries', 'raw', 'meat', 'go', 'act', 'like', 'fault', 'lol', 'employees', 'good', 'top', 'pay', 'thats', 'nothing', 'run', 'around', '6', '8', 'hrs', 'like', 'chicken', 'head', 'cut', 'never', 'eat', 'mcdonalds', 'thanks', 'clogging', 'organs', 'arteries', 'making', 'blood', 'thick', 'throughout', 'years', 'pass', 'like', 'ketchup', 'packs', 'twos']"
195,195,Natalie,Oct. 26,used want go restaurants eat general ive seen ones good choice ones bad review mcdonalds mcdonalds play lot people eat one almost everywhere go realize bad beef patties formed ground beef factory flash frozen sent mcdonalds restaurants served patties seasoned salt pepper grilled 40 seconds according video mcdonalds australia fries overly packed things dont even need french fry, Grand Rapids,MI,2021,Oct.,McDonalds,0.105,0.796,0.099,-0.34,negative,"['used', 'want', 'go', 'restaurants', 'eat', 'general', 'ive', 'seen', 'ones', 'good', 'choice', 'ones', 'bad', 'review', 'mcdonalds', 'mcdonalds', 'play', 'lot', 'people', 'eat', 'one', 'almost', 'everywhere', 'go', 'realize', 'bad', 'beef', 'patties', 'formed', 'ground', 'beef', 'factory', 'flash', 'frozen', 'sent', 'mcdonalds', 'restaurants', 'served', 'patties', 'seasoned', 'salt', 'pepper', 'grilled', '40', 'seconds', 'according', 'video', 'mcdonalds', 'australia', 'fries', 'overly', 'packed', 'things', 'dont', 'even', 'need', 'french', 'fry']"
196,196,Jack,Sept. 29,prices menu drive lady takes order cannot speak english well cannot get order right understand say charges large order medium cannot understand mcdonalds would let happen issue rectified never eat mcdonalds, Sherman,TX,2021,Sept.,McDonalds,0.119,0.881,0.0,-0.443,negative,"['prices', 'menu', 'drive', 'lady', 'takes', 'order', 'cannot', 'speak', 'english', 'well', 'cannot', 'get', 'order', 'right', 'understand', 'say', 'charges', 'large', 'order', 'medium', 'cannot', 'understand', 'mcdonalds', 'would', 'let', 'happen', 'issue', 'rectified', 'never', 'eat', 'mcdonalds']"
197,197,Shreeram,Sept. 24,ordered oreo mocha paid wait 30 40 mins told oreo mocha finished gave refund ordered hot fudge sundae satisfied service wait long time get paid would recommend anybody go, Singapore,Other,2021,Sept.,McDonalds,0.0,0.836,0.164,0.6486,positive,"['ordered', 'oreo', 'mocha', 'paid', 'wait', '30', '40', 'mins', 'told', 'oreo', 'mocha', 'finished', 'gave', 'refund', 'ordered', 'hot', 'fudge', 'sundae', 'satisfied', 'service', 'wait', 'long', 'time', 'get', 'paid', 'would', 'recommend', 'anybody', 'go']"
198,198,Gy,Sept. 22,bad decision experience order store manager day blocked whatsapp instead handling issue least putting contact someone shift delivered order missing item paid told deliver back around 9 pm 22 hours half contacted manager texting whatsapp unprofessional duty asked bill couldnt find system also unprofessional put reason 3 hours dont gas 2 drivers time order nearby deliver also ignorant disrespectful unprofessional maximum, Adma,Other,2021,Sept.,McDonalds,0.268,0.732,0.0,-0.9571,negative,"['bad', 'decision', 'experience', 'order', 'store', 'manager', 'day', 'blocked', 'whatsapp', 'instead', 'handling', 'issue', 'least', 'putting', 'contact', 'someone', 'shift', 'delivered', 'order', 'missing', 'item', 'paid', 'told', 'deliver', 'back', 'around', '9', 'pm', '22', 'hours', 'half', 'contacted', 'manager', 'texting', 'whatsapp', 'unprofessional', 'duty', 'asked', 'bill', 'couldnt', 'find', 'system', 'also', 'unprofessional', 'put', 'reason', '3', 'hours', 'dont', 'gas', '2', 'drivers', 'time', 'order', 'nearby', 'deliver', 'also', 'ignorant', 'disrespectful', 'unprofessional', 'maximum']"
199,199,Tiffany,Sept. 4,went mcdonalds drive thru ordered 1500 worth breakfast food included pancakes receive syrup checked pulled away since already checked saw food correct like mindful time window come back around thru drive thru spend unnecessary time get syrup already bag ask syrup hands one problem arise number one always get two im assuming yall hand two three pancakes one syrup mam im south need syrup ok let get back track says oh well 33 cents insert air quotes hand dollar say sure give two like ok wait 5 mins syrup im like im running yall time, Baker,LA,2021,Sept.,McDonalds,0.024,0.744,0.232,0.9595,positive,"['went', 'mcdonalds', 'drive', 'thru', 'ordered', '1500', 'worth', 'breakfast', 'food', 'included', 'pancakes', 'receive', 'syrup', 'checked', 'pulled', 'away', 'since', 'already', 'checked', 'saw', 'food', 'correct', 'like', 'mindful', 'time', 'window', 'come', 'back', 'around', 'thru', 'drive', 'thru', 'spend', 'unnecessary', 'time', 'get', 'syrup', 'already', 'bag', 'ask', 'syrup', 'hands', 'one', 'problem', 'arise', 'number', 'one', 'always', 'get', 'two', 'im', 'assuming', 'yall', 'hand', 'two', 'three', 'pancakes', 'one', 'syrup', 'mam', 'im', 'south', 'need', 'syrup', 'ok', 'let', 'get', 'back', 'track', 'says', 'oh', 'well', '33', 'cents', 'insert', 'air', 'quotes', 'hand', 'dollar', 'say', 'sure', 'give', 'two', 'like', 'ok', 'wait', '5', 'mins', 'syrup', 'im', 'like', 'im', 'running', 'yall', 'time']"
200,200,Ariel,July 25,early morning july 25 2021 500 came store 18735 located 14401 dixie hwy miami fl 33176 witnessed big change customer service come almost every day early morning bitter experience almost daily store personnel treated like intruder like wifi store past even sealed literally electric outlets prevent people like keep laptop recharged today opened store time positive attitude, Miami,FL,2021,July,McDonalds,0.042,0.773,0.185,0.8126,positive,"['early', 'morning', 'july', '25', '2021', '500', 'came', 'store', '18735', 'located', '14401', 'dixie', 'hwy', 'miami', 'fl', '33176', 'witnessed', 'big', 'change', 'customer', 'service', 'come', 'almost', 'every', 'day', 'early', 'morning', 'bitter', 'experience', 'almost', 'daily', 'store', 'personnel', 'treated', 'like', 'intruder', 'like', 'wifi', 'store', 'past', 'even', 'sealed', 'literally', 'electric', 'outlets', 'prevent', 'people', 'like', 'keep', 'laptop', 'recharged', 'today', 'opened', 'store', 'time', 'positive', 'attitude']"
201,201,Andrew,July 22,really think buy breakfast anytime able get cheeseburger anytime especially since really dont care breakfast food really like mcdonalds food preferred tree lunch rather breakfast thank thank thank, Sandston,VA,2021,July,McDonalds,0.08,0.635,0.284,0.7496,positive,"['really', 'think', 'buy', 'breakfast', 'anytime', 'able', 'get', 'cheeseburger', 'anytime', 'especially', 'since', 'really', 'dont', 'care', 'breakfast', 'food', 'really', 'like', 'mcdonalds', 'food', 'preferred', 'tree', 'lunch', 'rather', 'breakfast', 'thank', 'thank', 'thank']"
202,202,Jonnie,July 4,stopped mcdonalds restaurant recently got sprite drink meal took 1 drink getting back interstate noticed tasted badreal bad thought maybe hadnt got drink like long time taste fine would better drinks even 10 min taste left mouth worsened got really sick dizzy throat burning, Saltville,VA,2021,July,McDonalds,0.284,0.633,0.083,-0.8881,negative,"['stopped', 'mcdonalds', 'restaurant', 'recently', 'got', 'sprite', 'drink', 'meal', 'took', '1', 'drink', 'getting', 'back', 'interstate', 'noticed', 'tasted', 'badreal', 'bad', 'thought', 'maybe', 'hadnt', 'got', 'drink', 'like', 'long', 'time', 'taste', 'fine', 'would', 'better', 'drinks', 'even', '10', 'min', 'taste', 'left', 'mouth', 'worsened', 'got', 'really', 'sick', 'dizzy', 'throat', 'burning']"
203,203,Rick,Dec. 12,seem experience egg shells breakfast sandwiches far often seems locations others think may aspiring chef cooks trying one handed egg breaks matter reason egg shells totally ruin good egg sandwich wish mcdonalds would address issue, Beaverlodge,AB,2020,Dec.,McDonalds,0.097,0.737,0.166,0.2228,positive,"['seem', 'experience', 'egg', 'shells', 'breakfast', 'sandwiches', 'far', 'often', 'seems', 'locations', 'others', 'think', 'may', 'aspiring', 'chef', 'cooks', 'trying', 'one', 'handed', 'egg', 'breaks', 'matter', 'reason', 'egg', 'shells', 'totally', 'ruin', 'good', 'egg', 'sandwich', 'wish', 'mcdonalds', 'would', 'address', 'issue']"
204,204,Donnie,Oct. 31,ive never gotten one orders right wasnt missing hamburgers fries raw meat go act like fault lol employees good top pay thats nothing run around 6 8 hrs like chicken head cut never eat mcdonalds thanks clogging organs arteries making blood thick throughout years pass like ketchup packs twos, Cincinnati,OH,2021,Oct.,McDonalds,0.136,0.598,0.266,0.8064,positive,"['ive', 'never', 'gotten', 'one', 'orders', 'right', 'wasnt', 'missing', 'hamburgers', 'fries', 'raw', 'meat', 'go', 'act', 'like', 'fault', 'lol', 'employees', 'good', 'top', 'pay', 'thats', 'nothing', 'run', 'around', '6', '8', 'hrs', 'like', 'chicken', 'head', 'cut', 'never', 'eat', 'mcdonalds', 'thanks', 'clogging', 'organs', 'arteries', 'making', 'blood', 'thick', 'throughout', 'years', 'pass', 'like', 'ketchup', 'packs', 'twos']"
